ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
ADD;UN01003401;BBIE;Authority_ Tax. Reference_ Identification. Text;The reference identification, expressed as text, as assigned by a tax authority.;;;Authority;Tax;Reference;Identification;;Text;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003402;BBIE;Authority_ Tax. Total Taxable_ Basis. Amount;The tax authority required monetary value used as the basis in calculating the total taxable amount.;;;Authority;Tax;Total Taxable;Basis;;Amount;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003403;BBIE;Authority_ Tax. Total Tax_ Calculated. Amount;The tax authority monetary value resulting from the calculation of the tax.;;;Authority;Tax;Total Tax;Calculated;;Amount;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003404;BBIE;Authority_ Tax. Due. Date Time;The tax authority date, time, date, or other date time value when tax is due.;;;Authority;Tax;;Due;;Date Time;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003405;BBIE;Authority_ Tax. Certificate_ Identification. Text;The tax authority identification, expressed as text, for a certificate, such as a document issued by an agent on behalf of a debtor to report withholding tax to a tax authority.;;;Authority;Tax;Certificate;Identification;;Text;;;;;CertificateIdentificationAndOrTaxTypeRule If CertificateIdentification is not present, then TaxType is mandatory. If CertificateIdentification is present, then TaxType is optional.;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003406;BBIE;Authority_ Tax. Category_ Description. Text;The description, expressed as text, of the tax category required by the tax authority.;;;Authority;Tax;Category;Description;;Text;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003407;BBIE;Authority_ Tax. Calculated. Rate;The rate used by the tax authority for the calculation of this tax.;;;Authority;Tax;;Calculated;;Rate;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01003408;BBIE;Authority_ Tax. Taxable_ Basis. Amount;The tax authority required monetary value used as the basis in calculating the taxable amount.;;;Authority;Tax;Taxable;Basis;;Amount;;;;;;;0;1;Customer to bank payment initiation;;;In All Contexts;;;8412000;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002422;ABIE;Autoignition Range_ Measurement. Details;An autoignition range measurement is a measurement of the range within which spontaneous combustion occurs.;;;Autoignition Range;Measurement;;;;;;;;;;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002423;BBIE;Autoignition Range_ Measurement. Lower Limit_ Comparison Operator. Code;The code specifying the comparison operator for the lower limit of this autoignition range measurement.;;;Autoignition Range;Measurement;Lower Limit;Comparison Operator;;Code;;;;;A code from a set of values (<=, <, >=, >, =) that specifies the autoignition range.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002424;BBIE;Autoignition Range_ Measurement. Upper Limit_ Comparison Operator. Code;The code specifying the comparison operator for the upper limit of this autoignition range measurement.;;;Autoignition Range;Measurement;Upper Limit;Comparison Operator;;Code;;;;;A code from a set of values (<=, <, >=, >, =) that specifies the autoignition range.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002425;BBIE;Autoignition Range_ Measurement. Lower Limit_ Actual. Measure;The actual lower limit measure of this autoignition range measurement.;;;Autoignition Range;Measurement;Lower Limit;Actual;;Measure;;;;;The numeric value of the temperature of the material, at which a material will ignite spontaneously or burn.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002426;BBIE;Autoignition Range_ Measurement. Upper Limit_ Actual. Measure;The actual upper limit measure of this autoignition range measurement.;;;Autoignition Range;Measurement;Upper Limit;Actual;;Measure;;;;;The upper numeric value of the temperature of the material, at which a material will ignite spontaneously or burn.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002427;BBIE;Autoignition Range_ Measurement. Lower Limit_ Condition. Measure;A measure of the lower limit condition for this autoignition range measurement.;;;Autoignition Range;Measurement;Lower Limit;Condition;;Measure;;;;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002428;BBIE;Autoignition Range_ Measurement. Upper Limit_ Condition. Measure;A measure of the upper limit condition for this autoignition range measurement.;;;Autoignition Range;Measurement;Upper Limit;Condition;;Measure;;;;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002133;ABIE;Awarded_ Contract Change. Details;An awarded contract change is a change made to the scope of work of a contract after the contract has been awarded.;;;Awarded;Contract Change;;;;;;;;;;;;;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002134;BBIE;Awarded_ Contract Change. Identification. Identifier;The unique identifier for this change to an awarded contract.;;;Awarded;Contract Change;;Identification;;Identifier;;;;;;;1;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002135;BBIE;Awarded_ Contract Change. Name. Text;The name, expressed as text, for this change to the awarded contract.;;;Awarded;Contract Change;;Name;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002136;BBIE;Awarded_ Contract Change. Description. Text;The textual description of the change to this awarded contract.;;;Awarded;Contract Change;;Description;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002137;BBIE;Awarded_ Contract Change. Estimated Cost Difference. Amount;The monetary value of the estimate of the change in the cost of the scope of work due to this awarded contract change.;;;Awarded;Contract Change;;Estimated Cost Difference;;Amount;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002138;BBIE;Awarded_ Contract Change. Actual Cost Difference. Amount;The monetary value of the actual change in the cost of the scope of work due to this awarded contract change.;;;Awarded;Contract Change;;Actual Cost Difference;;Amount;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002139;BBIE;Awarded_ Contract Change. Negotiated_ Status. Code;The code specifying the negotiated status of this awarded contract change.;;;Awarded;Contract Change;Negotiated;Status;;Code;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002140;BBIE;Awarded_ Contract Change. Effective. Date;The effective date of this awarded contract change.;;;Awarded;Contract Change;;Effective;;Date;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002141;BBIE;Awarded_ Contract Change. Completed Negotiations_ Effective. Date;The effective date on which the negotiations were completed for this awarded contract change.;;;Awarded;Contract Change;Completed Negotiations;Effective;;Date;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002142;ASBIE;Awarded_ Contract Change. Identified. Requesting_ Party;The requesting party identified for this awarded contract change.;;;Awarded;Contract Change;;Identified;;;;Requesting;Party;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002143;ASBIE;Awarded_ Contract Change. Identified. Approving_ Party;The approving party identified for this awarded contract change.;;;Awarded;Contract Change;;Identified;;;;Approving;Party;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002144;ABIE;Base_ Period. Details;A base period is a specific period of time consisting of a start and an end date and time that is used to measure future performance periods.;;;Base;Period;;;;;;;;;;;;;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002075;BBIE;Base_ Period. Inclusive. Indicator;The indication of whether or not the start and end dates are included in this base period.;;;Base;Period;;Inclusive;;Indicator;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002076;BBIE;Base_ Period. Start. Date Time;The date or date time value for the start of this base period of time.;;;Base;Period;;Start;Date Mandatory;Date Time;UN02000019;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002077;BBIE;Base_ Period. End. Date Time;The date or date time value for the end of this base period of time.;;;Base;Period;;End;Date Mandatory;Date Time;UN02000019;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000026;ABIE;Basic_ Work Item. Details;A basic item of work.;;;Basic;Work Item;;;;;;;;Section Item;;;;;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000027;BBIE;Basic_ Work Item. Identification. Identifier;The unique identifier for this basic work item.;;;Basic;Work Item;;Identification;;Identifier;;;;;;;1;1;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000028;BBIE;Basic_ Work Item. Reference_ Identification. Identifier;The unique identifier of another work item referenced by this basic work item.;;;Basic;Work Item;Reference;Identification;;Identifier;;;;;;;0;1;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000029;BBIE;Basic_ Work Item. Primary_ Classification. Code;A code specifying the primary classification for this basic work item.;;;Basic;Work Item;Primary;Classification;;Code;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000030;BBIE;Basic_ Work Item. Alternative_ Classification. Code;A code specifying an alternative classification for this basic work item.;;;Basic;Work Item;Alternative;Classification;;Code;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000031;BBIE;Basic_ Work Item. Type. Code;A code specifying the type of basic work item.;;;Basic;Work Item;;Type;;Code;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000032;BBIE;Basic_ Work Item. Comment. Text;A comment, expressed as text, for this basic work item.;;;Basic;Work Item;;Comment;;Text;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000033;BBIE;Basic_ Work Item. Total. Quantity;The total quantity for this basic work item.;;;Basic;Work Item;;Total;;Quantity;;;;;;;0;1;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000034;BBIE;Basic_ Work Item. Total Quantity Classification. Code;The code specifying the classification of the total quantity for this basic work item.;;;Basic;Work Item;;Total Quantity Classification;;Code;;;;;;;0;1;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000035;BBIE;Basic_ Work Item. Index. Value;The index value for this basic work item.;;;Basic;Work Item;;Index;;Value;;;;;;;0;1;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000036;BBIE;Basic_ Work Item. Status. Code;A code specifying the status of this basic work item.;;;Basic;Work Item;;Status;;Code;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000037;BBIE;Basic_ Work Item. Reference File. Binary Object;A reference file binary object related to this basic work item.;;;Basic;Work Item;;Reference File;;Binary Object;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000038;ASBIE;Basic_ Work Item. Actual. Work Item_ Complex Description;An actual complex description for this basic work item.;;;Basic;Work Item;;Actual;;;;Work Item;Complex Description;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000039;ASBIE;Basic_ Work Item. Total Quantity. Work Item_ Quantity Analysis;An analysis of the total quantity for this basic work item.;;;Basic;Work Item;;Total Quantity;;;;Work Item;Quantity Analysis;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000040;ASBIE;Basic_ Work Item. Unit. Calculated_ Price;A unit calculated price for this basic work item.;;;Basic;Work Item;;Unit;;;;Calculated;Price;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000041;ASBIE;Basic_ Work Item. Total. Calculated_ Price;A total calculated price for this basic work item.;;;Basic;Work Item;;Total;;;;Calculated;Price;;;;0;unbounded;In All Contexts;;;In All Contexts;;;Construction;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
